id,expansion,name,rarity,color_identity,mana_value,types,is_booster
82884,BRR,Inspiring Statuary,rare,,3,Artifact,False
82885,BRR,Ivory Tower,uncommon,,1,Artifact,False
82886,BRR,Jalum Tome,uncommon,,3,Artifact,False
82887,BRR,Journeyer's Kite,rare,,2,Artifact,False
82888,BRR,Keening Stone,rare,,6,Artifact,False
82889,BRR,Key to the City,rare,,2,Artifact,False
82890,BRR,Liquimetal Coating,uncommon,,2,Artifact,False
82891,BRR,Lodestone Golem,rare,,4,Artifact Creature - Golem,False
82892,BRR,Mazemind Tome,rare,,2,Artifact,False
82893,BRR,Mesmeric Orb,mythic,,2,Artifact,False
82894,BRR,Millstone,uncommon,,2,Artifact,False
82895,BRR,Mind's Eye,mythic,,5,Artifact,False
82896,BRR,Mishra's Bauble,uncommon,,0,Artifact,False
82897,BRR,Mox Amber,mythic,,0,Legendary Artifact,False
82898,BRR,Mystic Forge,mythic,,4,Artifact,False
82899,BRR,Ornithopter,uncommon,,0,Artifact Creature - Thopter,False
82900,BRR,Perilous Vault,mythic,,4,Artifact,False
82901,BRR,Phyrexian Processor,mythic,,4,Artifact,False
82902,BRR,Phyrexian Revoker,rare,,2,Artifact Creature - Phyrexian Horror,False
82903,BRR,Platinum Angel,mythic,,7,Artifact Creature - Angel,False
82904,BRR,Precursor Golem,rare,,5,Artifact Creature - Golem,False
82905,BRR,Pristine Talisman,uncommon,,3,Artifact,False
82906,BRR,Psychosis Crawler,rare,,5,Artifact Creature - Phyrexian Horror,False
82907,BRR,Quicksilver Amulet,rare,,4,Artifact,False
82908,BRR,Quietus Spike,rare,,3,Artifact - Equipment,False
82909,BRR,"Ramos, Dragon Engine",mythic,BGRUW,6,Legendary Artifact Creature - Dragon,False
82910,BRR,Runechanter's Pike,rare,,2,Artifact - Equipment,False
82911,BRR,Scrap Trawler,rare,,3,Artifact Creature - Construct,False
82912,BRR,Sculpting Steel,rare,,3,Artifact,False
82913,BRR,Self-Assembler,uncommon,,5,Artifact Creature - Assembly-Worker,False
82914,BRR,Semblance Anvil,rare,,3,Artifact,False
82915,BRR,Sigil of Valor,uncommon,,2,Artifact - Equipment,False
82916,BRR,Soul-Guide Lantern,uncommon,,1,Artifact,False
82917,BRR,Springleaf Drum,uncommon,,1,Artifact,False
82918,BRR,Staff of Domination,mythic,,3,Artifact,False
82919,BRR,Sundering Titan,mythic,,8,Artifact Creature - Golem,False
82920,BRR,Swiftfoot Boots,uncommon,,2,Artifact - Equipment,False
82921,BRR,Sword of the Meek,rare,,2,Artifact - Equipment,False
82922,BRR,Thorn of Amethyst,rare,,2,Artifact,False
82923,BRR,Unwinding Clock,rare,,4,Artifact,False
82924,BRR,Well of Lost Dreams,rare,,4,Artifact,False
82925,BRR,Wurmcoil Engine,mythic,,6,Artifact Creature - Phyrexian Wurm,False
82784,TBRO,Construct,token,,0,Artifact Creature - Construct,False
82785,TBRO,Golem,token,,0,Artifact Creature - Golem,False
82786,TBRO,Powerstone,token,,0,Artifact - Powerstone,False
82787,TBRO,Soldier,token,,0,Artifact Creature - Soldier,False
82788,TBRO,Soldier,token,,0,Artifact Creature - Soldier,False
82789,TBRO,Thopter,token,,0,Artifact Creature - Thopter,False
82790,TBRO,Zombie,token,,0,Artifact Creature - Zombie,False
82780,TBRO,Spirit,token,,0,Creature - Spirit,False
82781,TBRO,Bear,token,,0,Creature - Bear,False
82782,TBRO,Forest Dryad,token,G,0,Land Creature - Forest Dryad,False
82783,TBRO,Construct,token,,0,Artifact Creature - Construct,False
83673,TBRR,Phyrexian Minion,token,,0,Creature - Phyrexian Minion,False
83674,TBRR,Golem,token,,0,Artifact Creature - Golem,False
83675,TBRR,Phyrexian Wurm,token,,0,Artifact Creature - Phyrexian Wurm,False
83676,TBRR,Phyrexian Wurm,token,,0,Artifact Creature - Phyrexian Wurm,False
84158,Y23,Oracle of the Alpha,mythic,U,3,Creature - Bird Wizard,False
84159,Y23,Ancestral Recall,mythic,U,1,Instant,False
84160,Y23,Time Walk,mythic,U,2,Sorcery,False
84161,Y23,Timetwister,mythic,U,3,Sorcery,False
84162,Y23,Black Lotus,mythic,,0,Artifact,False
84163,Y23,Mox Emerald,mythic,G,0,Artifact,False
84164,Y23,Mox Jet,mythic,B,0,Artifact,False
84165,Y23,Mox Pearl,mythic,W,0,Artifact,False
84166,Y23,Mox Ruby,mythic,R,0,Artifact,False
84167,Y23,Mox Sapphire,mythic,U,0,Artifact,False
84194,Y23,Forgefire Automaton,mythic,B,3,Artifact Creature - Construct,False
84199,Y23,Warzone Duplicator,rare,U,4,Artifact Creature - Construct,False
84207,Y23,Acclaimed Contender,rare,W,3,Creature - Human Knight,False
84208,Y23,Benalish Marshal,rare,W,3,Creature - Human Knight,False
84209,Y23,The Circle of Loyalty,mythic,W,6,Legendary Artifact,False
84210,Y23,Cavalier of Dawn,mythic,W,5,Creature - Elemental Knight,False
84211,Y23,Dauntless Bodyguard,uncommon,W,1,Creature - Human Knight,False
84212,Y23,Guardian of Faith,rare,W,3,Creature - Spirit Knight,False
84213,Y23,History of Benalia,mythic,W,3,Enchantment - Saga,False
84214,Y23,Valiant Knight,rare,W,4,Creature - Human Knight,False
84215,Y23,Midnight Clock,rare,U,3,Artifact,False
84216,Y23,Blacklance Paragon,rare,B,2,Creature - Human Knight,False
84217,Y23,Cavalier of Night,mythic,B,5,Creature - Elemental Knight,False
84218,Y23,Knight of the Ebon Legion,rare,B,1,Creature - Vampire Knight,False
84219,Y23,Midnight Reaper,rare,B,3,Creature - Zombie Knight,False
84220,Y23,Murderous Rider,rare,B,3,Creature - Zombie Knight,False
84221,Y23,Swift End,rare,B,3,Instant - Adventure,False
84222,Y23,Order of Midnight,uncommon,B,2,Creature - Human Knight,False
84223,Y23,Alter Fate,uncommon,B,2,Sorcery - Adventure,False
84224,Y23,Smitten Swordmaster,common,B,2,Creature - Human Knight,False
84225,Y23,Curry Favor,common,B,1,Sorcery - Adventure,False
84226,Y23,Abrade,common,R,2,Instant,False
84227,Y23,Banefire,rare,R,1,Sorcery,False
84228,Y23,Cleansing Wildfire,common,R,2,Sorcery,False
84229,Y23,Crackle with Power,mythic,R,2,Sorcery,False
84230,Y23,Dualcaster Mage,rare,R,3,Creature - Human Wizard,False
84231,Y23,Electrodominance,rare,R,2,Instant,False
84232,Y23,Explosive Singularity,mythic,R,10,Sorcery,False
84233,Y23,Guttersnipe,common,R,3,Creature - Goblin Shaman,False
84234,Y23,Lightning Bolt,uncommon,R,1,Instant,False
84235,Y23,Seasoned Pyromancer,mythic,R,3,Creature - Human Shaman,False
84236,Y23,Siege-Gang Commander,rare,R,5,Creature - Goblin,False
84237,Y23,Terror of the Peaks,mythic,R,5,Creature - Dragon,False
84238,Y23,Unexpected Windfall,common,R,4,Instant,False
84239,Y23,Volcanic Fallout,uncommon,R,3,Instant,False
84240,Y23,Young Pyromancer,uncommon,R,2,Creature - Human Shaman,False
84241,Y23,Forest,basic,G,0,Basic Land - Forest,False
84242,Y23,Mishra's Foundry,rare,,0,Land,False
84243,Y23,Urza's Mine,common,,0,Land - Urza's Mine,False
84244,Y23,Urza's Power Plant,common,,0,Land - Urza's Power-Plant,False
84245,Y23,Urza's Tower,common,,0,Land - Urza's Tower,False
84200,TY23,Knight,token,,0,Creature - Knight,False
84201,TY23,Elemental,token,,0,Creature - Elemental,False
84202,TY23,Goblin,token,,0,Creature - Goblin,False
84203,TY23,Golem,token,,0,Artifact Creature - Golem,False
84204,TY23,Powerstone,token,,0,Artifact - Powerstone,False
84205,TY23,Soldier,token,,0,Artifact Creature - Soldier,False
84206,TY23,Treasure,token,,0,Artifact - Treasure,False
85585,SLD,Island,basic,U,0,Basic Land - Island,False
85586,SLD,Swamp,basic,B,0,Basic Land - Swamp,False
85584,SLD,Plains,basic,W,0,Basic Land - Plains,False
85588,SLD,Forest,basic,G,0,Basic Land - Forest,False
85587,SLD,Mountain,basic,R,0,Basic Land - Mountain,False
84246,SLD,Collected Company,rare,G,4,Instant,False
84152,SLD,"Lathliss, Dragon Queen",rare,R,6,Legendary Creature - Dragon,False
84153,SLD,"Lathliss, Dragon Queen",rare,R,6,Legendary Creature - Dragon,False
53845,M14,Brave the Elements,uncommon,W,1,Instant,True
54281,M14,Mutavault,rare,,0,Land,True
55093,BNG,Satyr Wayfinder,common,G,2,Creature - Satyr,True
55059,BNG,Courser of Kruphix,rare,G,3,Enchantment Creature - Centaur,True
61505,ORI,Shaman of the Pack,uncommon,BG,3,Creature - Elf Shaman,True
61359,ORI,Fiery Impulse,common,R,1,Instant,True
62477,OGW,Reflector Mage,uncommon,UW,3,Creature - Human Wizard,True
62531,OGW,Wastes,common,,0,Basic Land,True
62171,OGW,"Kozilek, the Great Distortion",mythic,,10,Legendary Creature - Eldrazi,True
62415,OGW,World Breaker,mythic,G,7,Creature - Eldrazi,True
62181,OGW,Thought-Knot Seer,rare,,4,Creature - Eldrazi,True
62189,OGW,Eldrazi Displacer,rare,W,3,Creature - Eldrazi,True
62175,OGW,Matter Reshaper,rare,,3,Creature - Eldrazi,True
84968,OGW,Wastes,common,,0,Basic Land,False
55339,JOU,Eidolon of the Great Revel,rare,R,2,Enchantment Creature - Spirit,True
55477,JOU,Mana Confluence,rare,,0,Land,True
84168,Y23,By Elspeth's Command,rare,W,3,Enchantment,True
84169,Y23,Norn's Disassembly,rare,W,1,Enchantment,True
84170,Y23,Tawnos Endures,uncommon,W,1,Instant,True
84171,Y23,Hurkyl's Prodigy,uncommon,U,3,Creature - Human Soldier,True
84172,Y23,Piece It Together,uncommon,U,1,Sorcery,True
84173,Y23,Lonely End,uncommon,B,2,Instant,True
84174,Y23,Penregon Besieged,rare,B,2,Enchantment,True
84175,Y23,Fallaji Antiquarian,rare,R,4,Creature - Human Artificer,True
84176,Y23,Kayla's Kindling,mythic,R,5,Enchantment,True
84177,Y23,Melt Through,uncommon,R,1,Instant,True
84178,Y23,Tomakul Phoenix,rare,R,3,Creature - Phoenix,True
84179,Y23,Argothian Uprooting,rare,G,1,Sorcery,True
84180,Y23,Foundry Groundbreaker,rare,G,4,Creature - Human Artificer,True
84181,Y23,Legion of Clay,rare,G,4,Enchantment,True
84182,Y23,Sylvan Smite,uncommon,G,2,Instant,True
84183,Y23,Argivian Welcome,uncommon,UW,2,Instant,True
84184,Y23,Assemble the Team,uncommon,BG,2,Sorcery,True
84185,Y23,"Crucias, Titan of the Waves",mythic,BR,3,Legendary Creature - Human Pirate,True
84186,Y23,Great Desert Hellion,rare,BR,3,Creature - Hellion,True
84187,Y23,"Jarsyl, Dark Age Scion",mythic,GR,3,Legendary Creature - Human Wizard,True
84188,Y23,Perilous Iteration,uncommon,GR,2,Sorcery,True
84189,Y23,"Raddic, Tal Zealot",rare,BW,4,Legendary Creature - Human Knight,True
84190,Y23,"Richlau, Headmaster",mythic,UW,3,Legendary Creature - Human Advisor,True
84191,Y23,"Rusko, Clockmaker",rare,BU,4,Legendary Creature - Human Artificer,True
84192,Y23,Yotian Courier,rare,RU,2,Creature - Human Artificer,True
84193,Y23,Forgefire Automaton,mythic,B,7,Artifact Creature - Construct,True
84195,Y23,Gixian Recycler,rare,B,2,Artifact Creature - Phyrexian Horror,True
84196,Y23,Patchplate Resolute,uncommon,W,3,Artifact Creature - Soldier,True
84197,Y23,Urza's Construction Drone,rare,,3,Artifact Creature - Construct,True
84198,Y23,Warzone Duplicator,rare,U,6,Artifact Creature - Construct,True
61767,BFZ,Dispel,common,U,1,Instant,True
61867,BFZ,Zulaport Cutthroat,uncommon,B,2,Creature - Human Rogue Ally,True
51307,RTR,Ethereal Armor,common,W,1,Enchantment - Aura,True
11809,USG,Swamp,basic,B,0,Basic Land - Swamp,True
12429,USG,Forest,basic,G,0,Basic Land - Forest,True
11815,USG,Mountain,basic,R,0,Basic Land - Mountain,True
12053,USG,Island,basic,U,0,Basic Land - Island,True
11863,USG,Plains,basic,W,0,Basic Land - Plains,True
57821,M15,Sliver Hivelord,mythic,BGRUW,5,Legendary Creature - Sliver,True
84966,TSLD,Dragon,token,,0,Creature - Dragon,False
54661,THS,Nylea's Presence,common,G,2,Enchantment - Aura,True
54769,THS,"Nykthos, Shrine to Nyx",rare,,0,Legendary Land,True
54387,THS,Soldier of the Pantheon,rare,W,1,Creature - Human Soldier,True
62569,SOI,Eerie Interlude,rare,W,3,Instant,True
60833,DTK,Rending Volley,uncommon,R,1,Instant,True
85620,Y22,A-Shipwreck Sifters,common,U,2,Creature - Spirit,False
85621,Y22,A-Patrician Geist,rare,U,3,Creature - Spirit Knight,False
85656,Y22,A-Akki Ronin,common,R,1,Creature - Goblin Samurai,False
85657,Y22,A-Eiganjo Exemplar,common,W,1,Enchantment Creature - Human Samurai,False
85658,Y22,A-Peerless Samurai,common,R,2,Creature - Human Samurai,False
85659,Y22,A-Ancestral Katana,common,W,2,Artifact - Equipment,False
85660,Y22,A-Asari Captain,uncommon,RW,3,Creature - Human Samurai,False
85661,Y22,A-Imperial Subduer,common,W,2,Creature - Human Samurai,False
85625,MID,A-Shipwreck Sifters,common,U,2,Creature - Spirit,False
85623,MID,A-Devoted Grafkeeper,uncommon,UW,2,Creature - Human Peasant,False
85627,MID,A-Patrician Geist,rare,U,3,Creature - Spirit Knight,False
85626,MID,A-Phantom Carriage,uncommon,U,4,Creature - Spirit,False
85624,MID,A-Departed Soulkeeper,uncommon,UW,0,Creature - Spirit,False
85630,NEO,A-Eiganjo Exemplar,common,W,1,Enchantment Creature - Human Samurai,False
85628,NEO,A-Akki Ronin,common,R,1,Creature - Goblin Samurai,False
85637,NEO,"A-Raiyuu, Storm's Edge",rare,RW,4,Legendary Creature - Human Samurai,False
85632,NEO,A-Peerless Samurai,common,R,2,Creature - Human Samurai,False
85635,NEO,A-Asari Captain,uncommon,RW,3,Creature - Human Samurai,False
85634,NEO,A-Ancestral Katana,common,W,2,Artifact - Equipment,False
85639,NEO,A-Imperial Subduer,common,W,2,Creature - Human Samurai,False
85633,NEO,A-Peerless Samurai,common,R,2,Creature - Human Samurai,False
85636,NEO,A-Asari Captain,uncommon,RW,3,Creature - Human Samurai,False
85638,NEO,"A-Raiyuu, Storm's Edge",rare,RW,4,Legendary Creature - Human Samurai,False
85640,NEO,A-Imperial Subduer,common,W,2,Creature - Human Samurai,False
85629,NEO,A-Akki Ronin,common,R,1,Creature - Goblin Samurai,False
85631,NEO,A-Eiganjo Exemplar,common,W,1,Enchantment Creature - Human Samurai,False
85650,VOW,A-Brine Comber,uncommon,UW,3,Creature - Spirit,False
85649,VOW,A-Binding Geist,common,U,2,Creature - Spirit,False
85643,VOW,A-Dreamshackle Geist,rare,U,3,Creature - Spirit,False
85644,VOW,A-Lantern Bearer,common,U,1,Creature - Spirit,False
85645,VOW,"A-Dorothea, Vengeful Victim",rare,UW,2,Legendary Creature - Spirit,False
85648,VOW,A-Mischievous Catgeist,uncommon,U,2,Creature - Cat Spirit,False
85647,VOW,A-Gutter Skulker,uncommon,U,3,Creature - Spirit,False
85641,VOW,A-Spectral Binding,common,U,0,Enchantment - Aura,False
85642,VOW,A-Brinebound Gift,uncommon,UW,0,Enchantment - Aura,False
85646,VOW,"A-Dorothea, Vengeful Victim",rare,UW,2,Legendary Creature - Spirit,False
85651,VOW,A-Lanterns' Lift,common,U,0,Enchantment - Aura,False
85652,VOW,A-Dorothea's Retribution,rare,UW,0,Enchantment - Aura,False
85653,VOW,A-Dorothea's Retribution,rare,UW,0,Enchantment - Aura,False
85654,VOW,A-Gutter Shortcut,uncommon,U,0,Enchantment - Aura,False
85655,VOW,A-Catlike Curiosity,uncommon,U,0,Enchantment - Aura,False
83736,ONE,Vanish into Eternity,common,W,3,Instant,True
83851,ONE,Thrill of Possibility,common,R,2,Instant,True
83906,ONE,"Kethek, Crucible Goliath",rare,BR,4,Legendary Creature - Phyrexian Beast,True
83817,ONE,Whisper of the Dross,common,B,1,Instant,True
83720,ONE,Leonin Lightbringer,common,W,3,Creature - Cat Rebel,True
83848,ONE,Shrapnel Slinger,common,R,2,Artifact Creature - Phyrexian Beast,True
83822,ONE,Bladegraft Aspirant,common,R,3,Creature - Phyrexian Warrior,True
83750,ONE,Eye of Malcator,common,U,3,Artifact,True
83804,ONE,Phyrexian Arena,rare,B,3,Enchantment,True
83951,ONE,The Dross Pits,common,B,0,Land - Sphere,True
83893,ONE,Venomous Brutalizer,uncommon,G,4,Creature - Phyrexian Knight,True
83715,ONE,Incisor Glider,common,W,2,Artifact Creature - Phyrexian Construct,True
83717,ONE,Infested Fleshcutter,uncommon,W,2,Artifact - Equipment,True
83843,ONE,Oxidda Finisher,uncommon,R,7,Creature - Ogre Rebel,True
83724,ONE,Norn's Wellspring,rare,W,2,Artifact,True
83910,ONE,"Migloz, Maze Crusher",rare,GR,3,Legendary Creature - Phyrexian Beast,True
83752,ONE,Gitaxian Anatomist,common,U,4,Creature - Phyrexian Wizard,True
83958,ONE,Seachrome Coast,rare,UW,0,Land,True
83742,ONE,Blade of Shared Souls,rare,U,3,Artifact - Equipment,True
83892,ONE,Venerated Rotpriest,rare,G,1,Creature - Phyrexian Druid,True
83708,ONE,Crawling Chorus,common,W,1,Creature - Phyrexian Horror,True
83701,ONE,Against All Odds,uncommon,W,4,Sorcery,True
83753,ONE,Gitaxian Raptor,common,U,3,Creature - Phyrexian Bird,True
83873,ONE,Lattice-Blade Mantis,common,G,4,Creature - Phyrexian Insect,True
83925,ONE,Dross Skullbomb,common,B,1,Artifact,True
83879,ONE,Plague Nurse,common,G,4,Creature - Phyrexian Cleric,True
83739,ONE,Zealot's Conviction,common,W,1,Enchantment - Aura,True
83734,ONE,Skrelv's Hive,rare,W,2,Enchantment,True
83872,ONE,Infectious Bite,uncommon,G,2,Instant,True
83934,ONE,Myr Convert,uncommon,,2,Artifact Creature - Phyrexian Myr,True
83766,ONE,Quicksilver Fisher,common,U,5,Creature - Phyrexian Drake,True
83719,ONE,"Kemba, Kha Enduring",rare,W,2,Legendary Creature - Cat Cleric,True
83802,ONE,Offer Immortality,common,B,2,Instant,True
83814,ONE,"Vraan, Executioner Thane",rare,B,2,Legendary Creature - Phyrexian Vampire,True
83762,ONE,Mesmerizing Dose,common,U,3,Enchantment - Aura,True
83793,ONE,Feed the Infection,uncommon,B,4,Sorcery,True
83796,ONE,Gulping Scraptrap,common,B,5,Creature - Phyrexian Horror,True
83815,ONE,"Vraska, Betrayal's Sting",mythic,B,6,Legendary Planeswalker - Vraska,True
83702,ONE,Annex Sentry,uncommon,W,3,Artifact Creature - Phyrexian Cleric,True
83930,ONE,Ichorplate Golem,uncommon,,3,Artifact Creature - Phyrexian Golem,True
83924,ONE,Basilica Skullbomb,common,W,1,Artifact,True
83799,ONE,Necrogen Communion,uncommon,B,2,Enchantment - Aura,True
83759,ONE,Meldweb Curator,common,U,4,Creature - Phyrexian Wizard,True
83880,ONE,Predation Steward,common,G,2,Creature - Phyrexian Elf Warrior,True
83898,ONE,Cephalopod Sentry,uncommon,UW,4,Artifact Creature - Phyrexian Squid,True
83875,ONE,"Nissa, Ascended Animist",mythic,G,7,Legendary Planeswalker - Nissa,True
83954,ONE,Mirrex,rare,,0,Land - Sphere,True
83841,ONE,Molten Rebuke,common,R,5,Sorcery,True
83755,ONE,Ichor Synthesizer,common,U,2,Creature - Phyrexian Wizard,True
83931,ONE,Maze Skullbomb,common,G,1,Artifact,True
83781,ONE,Anoint with Affliction,common,B,2,Instant,True
83703,ONE,Apostle of Invasion,uncommon,W,6,Creature - Phyrexian Angel,True
83831,ONE,Free from Flesh,common,R,1,Instant,True
83928,ONE,Furnace Skullbomb,common,R,1,Artifact,True
83824,ONE,Cacophony Scamp,uncommon,R,1,Creature - Phyrexian Goblin Warrior,True
83773,ONE,Transplant Theorist,uncommon,U,4,Artifact Creature - Phyrexian Artificer,True
83837,ONE,Hexgold Slash,common,R,1,Instant,True
83830,ONE,Forgehammer Centurion,common,R,3,Creature - Phyrexian Warrior,True
83959,ONE,The Seedcore,rare,,0,Land - Sphere,True
83894,ONE,Viral Spawning,uncommon,G,3,Sorcery,True
83960,ONE,The Surgical Bay,common,U,0,Land - Sphere,True
83963,ONE,Serum Sovereign,rare,U,5,Creature - Phyrexian Sphinx,False
83847,ONE,Sawblade Scamp,common,R,1,Creature - Phyrexian Beast,True
83932,ONE,Mirran Safehouse,rare,,3,Artifact,True
83788,ONE,Cruel Grimnarch,common,B,6,Creature - Phyrexian Cleric,True
83956,ONE,The Mycosynth Gardens,rare,,0,Land - Sphere,True
83744,ONE,Bring the Ending,common,U,2,Instant,True
83874,ONE,Maze's Mantle,common,G,3,Enchantment - Aura,True
83952,ONE,The Fair Basilica,common,W,0,Land - Sphere,True
83833,ONE,Furnace Strider,common,R,5,Creature - Phyrexian Beast,True
83877,ONE,Oil-Gorger Troll,common,G,5,Creature - Phyrexian Troll Warrior,True
83838,ONE,"Koth, Fire of Resistance",rare,R,4,Legendary Planeswalker - Koth,True
83937,ONE,Phyrexian Atlas,common,,3,Artifact,True
83777,ONE,Vivisurgeon's Insight,common,U,5,Sorcery,True
83863,ONE,Conduit of Worlds,rare,G,4,Artifact,True
83721,ONE,Mandible Justiciar,common,W,2,Artifact Creature - Phyrexian Cleric,True
83783,ONE,Bilious Skulldweller,uncommon,B,1,Creature - Phyrexian Insect,True
83903,ONE,"Jor Kadeen, First Goldwarden",rare,RW,2,Legendary Creature - Human Rebel,True
83870,ONE,Ichorspit Basilisk,common,G,3,Creature - Phyrexian Basilisk,True
83761,ONE,Mercurial Spelldancer,rare,U,2,Creature - Phyrexian Rogue,True
83859,ONE,Bloated Contaminator,rare,G,3,Creature - Phyrexian Beast,True
83706,ONE,Charge of the Mites,common,W,3,Instant,True
83860,ONE,Branchblight Stalker,common,G,2,Creature - Phyrexian Elf Scout,True
83709,ONE,Duelist of Deep Faith,common,W,2,Creature - Phyrexian Soldier,True
83922,ONE,Argentum Masticore,rare,,5,Artifact Creature - Phyrexian Masticore,True
83794,ONE,Fleshless Gladiator,common,B,2,Creature - Phyrexian Skeleton,True
83826,ONE,Chimney Rabble,common,R,4,Creature - Phyrexian Goblin Warrior,True
83713,ONE,Goldwarden's Helm,common,W,3,Artifact - Equipment,True
83809,ONE,Sheoldred's Headcleaver,common,B,4,Creature - Phyrexian Warrior,True
83798,ONE,"Karumonix, the Rat King",rare,B,3,Legendary Creature - Phyrexian Rat,True
83890,ONE,Tyvar's Stand,uncommon,G,1,Instant,True
83891,ONE,Unnatural Restoration,uncommon,G,2,Sorcery,True
83866,ONE,Evolved Spinoderm,rare,G,4,Creature - Phyrexian Beast,True
83865,ONE,Copper Longlegs,common,G,2,Creature - Phyrexian Spider,True
83718,ONE,Jawbone Duelist,uncommon,W,2,Creature - Phyrexian Soldier,True
83878,ONE,Paladin of Predation,uncommon,G,7,Creature - Phyrexian Knight,True
83758,ONE,Malcator's Watcher,common,U,2,Artifact Creature - Phyrexian Drone,True
83849,ONE,"Slobad, Iron Goblin",rare,R,3,Legendary Creature - Phyrexian Goblin Artificer,True
83806,ONE,Ravenous Necrotitan,uncommon,B,4,Creature - Phyrexian Horror,True
83908,ONE,"Malcator, Purity Overseer",rare,UW,3,Legendary Creature - Phyrexian Elephant Wizard,True
83732,ONE,Sinew Dancer,common,W,1,Creature - Phyrexian Soldier,True
83857,ONE,Adaptive Sporesinger,common,G,3,Creature - Phyrexian Druid,True
83867,ONE,Evolving Adaptive,uncommon,G,1,Creature - Phyrexian Warrior,True
83909,ONE,"Melira, the Living Cure",rare,GW,2,Legendary Creature - Human Scout,True
83953,ONE,The Hunter Maze,common,G,0,Land - Sphere,True
83980,ONE,Mountain,basic,R,0,Basic Land - Mountain,False
83943,ONE,Surgical Skullbomb,common,U,1,Artifact,True
83704,ONE,Basilica Shepherd,common,W,5,Creature - Phyrexian Angel,True
83913,ONE,"Ovika, Enigma Goliath",rare,RU,7,Legendary Creature - Phyrexian Nightmare,True
83756,ONE,Ichormoon Gauntlet,mythic,U,3,Artifact,True
83716,ONE,Indoctrination Attendant,common,W,4,Creature - Phyrexian Cleric,True
83904,ONE,"Kaito, Dancing Shadow",rare,BU,4,Legendary Planeswalker - Kaito,True
83710,ONE,"Elesh Norn, Mother of Machines",mythic,W,5,Legendary Creature - Phyrexian Praetor,True
83919,ONE,"Venser, Corpse Puppet",rare,BU,2,Legendary Creature - Phyrexian Zombie Wizard,True
83923,ONE,Atraxa's Skitterfang,uncommon,,3,Artifact Creature - Phyrexian Insect,True
83917,ONE,Tainted Observer,uncommon,GU,3,Creature - Phyrexian Bird,True
83844,ONE,Rebel Salvo,uncommon,R,3,Instant,True
83864,ONE,Contagious Vorrac,common,G,3,Creature - Phyrexian Boar Beast,True
83901,ONE,"Ezuri, Stalker of Spheres",rare,GU,4,Legendary Creature - Phyrexian Elf Warrior,True
83858,ONE,Armored Scrapgorger,uncommon,G,2,Creature - Phyrexian Beast,True
83915,ONE,Serum-Core Chimera,uncommon,RU,4,Creature - Phyrexian Chimera,True
83818,ONE,All Will Be One,mythic,R,5,Enchantment,True
83869,ONE,Green Sun's Twilight,rare,G,1,Sorcery,True
83780,ONE,Annihilating Glare,common,B,1,Sorcery,True
83839,ONE,Kuldotha Cackler,common,R,3,Creature - Phyrexian Hyena,True
83940,ONE,Ribskiff,uncommon,,4,Artifact - Vehicle,True
83729,ONE,Plated Onslaught,uncommon,W,5,Instant,True
83853,ONE,Urabrask's Forge,rare,R,3,Artifact,True
83763,ONE,Mindsplice Apparatus,rare,U,4,Artifact,True
83785,ONE,Blightbelly Rat,common,B,2,Creature - Phyrexian Rat,True
83751,ONE,Font of Progress,uncommon,U,1,Artifact,True
83942,ONE,Staff of Compleation,mythic,,3,Artifact,True
83795,ONE,"Geth, Thane of Contracts",rare,B,3,Legendary Creature - Phyrexian Zombie,True
83772,ONE,Thrummingbird,uncommon,U,2,Creature - Phyrexian Bird Horror,True
83948,ONE,Blackcleave Cliffs,rare,BR,0,Land,True
83855,ONE,Volt Charge,common,R,3,Instant,True
83907,ONE,"Lukka, Bound to Ruin",mythic,GR,5,Legendary Planeswalker - Lukka,True
83905,ONE,"Kaya, Intangible Slayer",rare,BW,7,Legendary Planeswalker - Kaya,True
83760,ONE,Meldweb Strider,common,U,5,Artifact - Vehicle,True
83883,ONE,Skyscythe Engulfer,common,G,6,Creature - Phyrexian Beast,True
83946,ONE,Zenith Chronicler,rare,,2,Artifact Creature - Phyrexian Construct,True
83779,ONE,Ambulatory Edifice,uncommon,B,3,Artifact Creature - Phyrexian Construct,True
83803,ONE,Pestilent Syphoner,common,B,2,Creature - Phyrexian Insect,True
83887,ONE,Titanic Growth,common,G,2,Instant,True
83819,ONE,Awaken the Sleeper,uncommon,R,4,Sorcery,True
83950,ONE,Darkslick Shores,rare,BU,0,Land,True
83801,ONE,Nimraiser Paladin,uncommon,B,5,Creature - Phyrexian Knight,True
83746,ONE,Distorted Curiosity,uncommon,U,3,Sorcery,True
83771,ONE,"Tekuthal, Inquiry Dominus",mythic,U,4,Legendary Creature - Phyrexian Horror,True
83920,ONE,Vivisection Evangelist,uncommon,BW,5,Creature - Phyrexian Cleric,True
83935,ONE,Myr Custodian,common,,3,Artifact Creature - Myr,True
83926,ONE,Dune Mover,common,,2,Artifact Creature - Phyrexian Golem,True
83808,ONE,Sheoldred's Edict,uncommon,B,2,Instant,True
83712,ONE,Flensing Raptor,common,W,3,Creature - Phyrexian Bird,True
83961,ONE,Terramorphic Expanse,common,,0,Land,True
83789,ONE,Cutthroat Centurion,common,B,3,Artifact Creature - Phyrexian Warrior,True
83949,ONE,Copperline Gorge,rare,GR,0,Land,True
83723,ONE,"Mondrak, Glory Dominus",mythic,W,4,Legendary Creature - Phyrexian Horror,True
83945,ONE,Tablet of Compleation,rare,,2,Artifact,True
